molregno,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,activity_comment,full_mwt,alogp,hba,hbd,rtb,psa,assay_type,assay_description
2940709,O=C1Cc2c(cccc2C(=O)Nc2ccc(-c3cccnc3)cn2)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,330.35,2.89,4.0,2.0,3.0,83.98,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940146,COc1ccccc1-c1nc2c(C(=O)Nc3ccc4c(c3)CNC4)cc(F)cc2[nH]1,IC50,100000.0,nM,,Falls Outside The Dose Series,402.43,4.23,4.0,3.0,4.0,79.04,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940385,O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(-c3cccc(F)c3)nc12,IC50,44107.0,nM,4.36,,390.39,4.36,3.0,3.0,3.0,69.81,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941729,Cn1nc(CNc2ccc3c(c2)CNC3)cc1C1CC1,IC50,100000.0,nM,,Falls Outside The Dose Series,268.36,2.51,4.0,2.0,4.0,41.88,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940384,NCc1cccc(-c2csc3cc(C(=O)Nc4ccc5c(c4)CNC5)ccc23)c1,IC50,100000.0,nM,,Falls Outside The Dose Series,399.52,4.88,4.0,3.0,4.0,67.15,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941240,N#Cc1csc2cc(C(=O)Nc3ccc4c(c3)CNC4)ccc12,IC50,100000.0,nM,,Falls Outside The Dose Series,319.39,3.63,4.0,2.0,2.0,64.92,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941396,O=C1Cc2c(cccc2C(=O)N[C@H]2CC[C@@H](n3ccnn3)CC2)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,325.37,1.69,5.0,2.0,3.0,88.91,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941214,Cc1[nH]nc2c1CC[C@H](NC(=O)c1cccc3c1CC(=O)N3)C2,IC50,100000.0,nM,,Falls Outside The Dose Series,310.36,1.5,3.0,3.0,2.0,86.88,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941567,O=C1Cc2c(cccc2C(=O)N[C@H]2CCc3cnccc32)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,293.33,1.99,3.0,2.0,2.0,71.09,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941673,C[C@H](NC(=O)c1cccc2c1CC(=O)N2)c1ccncc1F,IC50,100000.0,nM,,Falls Outside The Dose Series,299.3,2.21,3.0,2.0,3.0,71.09,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2939549,O=C1Cc2c(cccc2C(=O)Nc2cc3c(cn2)OCCO3)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,311.3,1.6,5.0,2.0,2.0,89.55,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941196,NC(=O)N1CCc2ccc(NC(=O)c3cccc4c3CC(=O)N4)cc21,IC50,100000.0,nM,,Falls Outside The Dose Series,336.35,1.87,3.0,3.0,2.0,104.53,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940525,O=C1Cc2c(cccc2C(=O)NC2CCN(c3nccs3)CC2)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,342.42,2.04,5.0,2.0,3.0,74.33,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940033,O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(CC[C@H]3CCCOC3)nc12,IC50,100000.0,nM,,Falls Outside The Dose Series,408.48,3.92,4.0,3.0,5.0,79.04,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941789,O=C1Cc2c(cccc2C(=O)NC[C@H]2CCCN(c3nccs3)C2)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,356.45,2.28,5.0,2.0,4.0,74.33,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941232,COc1cc(C#N)cc([C@H](Nc2ccc3c(c2)CNC3)C(=O)NCC(F)F)c1,IC50,100000.0,nM,,Falls Outside The Dose Series,386.4,2.7,5.0,3.0,7.0,86.18,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2939526,O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(-c3cnc(C4CC4)o3)nc12,IC50,100000.0,nM,,Falls Outside The Dose Series,403.42,4.09,5.0,3.0,4.0,95.84,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940820,C[C@H](NC(=O)c1cccc2c1CC(=O)N2)c1cccc(S(C)(=O)=O)c1,IC50,100000.0,nM,,Falls Outside The Dose Series,358.42,2.08,4.0,2.0,4.0,92.34,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940050,O=C1Cc2c(cccc2C(=O)Nc2ccn(C[C@H]3CCOC3)n2)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,326.36,1.67,5.0,2.0,4.0,85.25,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940020,O=C1Cc2c(cccc2C(=O)N[C@H]2COc3cc(Br)cnc32)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,374.19,2.2,4.0,2.0,2.0,80.32,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941067,O=C1Cc2c(cccc2C(=O)N[C@H]2CCSC3(CCOCC3)C2)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,346.45,2.36,4.0,2.0,2.0,67.43,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940106,Cc1cc(N2CCC(NC(=O)c3cccc4c3CC(=O)N4)CC2)[nH]n1,IC50,100000.0,nM,,Falls Outside The Dose Series,339.4,1.61,4.0,3.0,3.0,90.12,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940400,O=C1Cc2c(cccc2C(=O)N[C@H]2C[C@@H](c3ncc[nH]3)C2)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,296.33,1.58,3.0,3.0,3.0,86.88,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940334,CCOCC1(c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)CC1,IC50,100000.0,nM,,Falls Outside The Dose Series,394.45,3.63,4.0,3.0,6.0,79.04,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940842,O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2c1CCC2,IC50,100000.0,nM,,Falls Outside The Dose Series,405.88,3.97,3.0,3.0,6.0,53.16,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940955,O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2ccoc12,IC50,100000.0,nM,,Falls Outside The Dose Series,405.83,4.22,4.0,3.0,6.0,66.3,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940542,O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cccc2c1CCC2,IC50,100000.0,nM,,Falls Outside The Dose Series,371.43,3.31,3.0,3.0,6.0,53.16,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940641,O=C1Cc2c(cccc2C(=O)N[C@H]2CCC23CCOCC3)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,300.36,1.87,3.0,2.0,2.0,67.43,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941566,O=C(Nc1ccc2c(c1)CNC2)c1cc(F)cc2[nH]c(CCc3cccnc3)nc12,IC50,100000.0,nM,,Falls Outside The Dose Series,401.45,3.74,4.0,3.0,5.0,82.7,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940586,CCc1cc2c(cc1NC(=O)c1cc(F)cc3[nH]ncc13)CNC2,IC50,100000.0,nM,,Falls Outside The Dose Series,324.36,3.12,3.0,3.0,3.0,69.81,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941837,COc1ccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)cc1,IC50,100000.0,nM,,Falls Outside The Dose Series,402.43,4.23,4.0,3.0,4.0,79.04,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940639,COc1ccc(Cl)cc1[C@H](Nc1ccc2c(c1)CNC2)C(=O)NCC(F)F,IC50,100000.0,nM,,Falls Outside The Dose Series,395.84,3.49,4.0,3.0,7.0,62.39,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940041,O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cccc(Cl)c1,IC50,100000.0,nM,,Falls Outside The Dose Series,365.81,3.48,3.0,3.0,6.0,53.16,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2939865,O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)ccc1Cl,IC50,100000.0,nM,,Falls Outside The Dose Series,400.26,4.13,3.0,3.0,6.0,53.16,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2939852,COCc1cc(Cl)cc([C@H](Nc2ccc3c(c2)CNC3)C(=O)NCC(F)F)c1,IC50,100000.0,nM,,Falls Outside The Dose Series,409.86,3.62,4.0,3.0,8.0,62.39,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940577,O=C(NCC(F)F)[C@H](Nc1ccc2c(c1)CNC2)c1cc(Cl)cc(Cl)c1Cl,IC50,100000.0,nM,,Falls Outside The Dose Series,434.7,4.78,3.0,3.0,6.0,53.16,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2940758,Cc1ccc(-c2nc3c(C(=O)Nc4ccc5c(c4)CNC5)cc(F)cc3[nH]2)cc1,IC50,70157.0,nM,4.15,,386.43,4.53,3.0,3.0,3.0,69.81,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2939909,C=CC[C@H]1c2ccc(NC(=O)c3cc(Br)cc4[nH]ccc34)cc2CN1C(=O)OC(C)(C)C,IC50,100000.0,nM,,Falls Outside The Dose Series,496.41,6.55,3.0,2.0,4.0,74.43,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941028,CNC(=O)C[C@H]1CC[C@@H](NC(=O)c2cccc3c2CC(=O)N3)CC1,IC50,100000.0,nM,,Falls Outside The Dose Series,329.4,1.61,3.0,3.0,4.0,87.3,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2939476,CN(c1ccc2c(c1)CNC2)[C@H](C(=O)NCC(F)F)c1cc(Cl)cc(C2CC2)c1,IC50,100000.0,nM,,Falls Outside The Dose Series,419.9,4.38,3.0,2.0,7.0,44.37,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2941296,O=C1Cc2c(cccc2C(=O)N[C@H]2C[C@H](Cn3ccnc3)C2)N1,IC50,100000.0,nM,,Falls Outside The Dose Series,310.36,1.59,4.0,2.0,4.0,76.02,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
2939678,Cc1cc(C(=O)Nc2ccc3c(c2)CNC3)cc2nc[nH]c12,IC50,100000.0,nM,,Falls Outside The Dose Series,292.34,2.73,3.0,3.0,2.0,69.81,F,"Functional biochemical assay to identify treatments for viral infectious disease that targets Dengue virus type 2 NS2B-NS3 protease. Utilizing a direct enzyme activity measurement method, reading the fluorescence intensity is used to characterize the relative potency of inhibitors as IC50. Synthetic construct has been made based on Dengue virus type 2 (strain Thailand/16681/1984) by Centre for Medicines Discovery, University of Oxford, and the assay has been performed by Enamine biological services, Bienta Ltd.The protocol is publicly available: dx.doi.org/10.17504/protocols.io.kqdg32m87v25/v1"
